year,month,Origincountry,Destinationcountry,BudgetAmount,FiscalYearPeriod
,,,,4415.68,
,,,,8448.0,
,,,,1764.0,
,,,,2207.84,
,,,,4415.68,
,,,,8448.0,
,,,,8448.0,
,,,,2940.0,
,,,,4224.0,
,,,,8448.0,
,,,,4224.0,
,,,,4224.0,
,,,,4224.0,
,,,,9048.0,
,,,,4224.0,
,,,,8448.0,
,,,,2352.0,
,,,,620.0,
,,,,6889.4,
,,,,0.0,
,,,,22399.07,
,,,,0.0,
,,,,42368.48,
,,,,4740.0,
,,,,55748.0,
,,,,3187.2,
,,,,6889.4,
,,,,2520.0,
,,,,37418.4,
,,,,6889.4,
,,,,2354.1,
,,,,8919.68,
,,,,2160.0,
,,,,3444.7,
,,,,2505.6,
,,,,4740.0,
,,,,37418.4,
,,,,10044.0,
,,,,2940.0,
,,,,3187.2,
,,,,10560.0,
,,,,5280.0,
,,,,12144.0,
,,,,6300.0,
,,,,42882.0,
,,,,14142.0,
,,,,28284.0,
,,,,28284.0,
,,,,31112.4,
,,,,19798.8,
,,,,42426.0,
,,,,174744.15,
,,,,28284.0,
,,,,242880.0,
,,,,97910.0,
,,,,42426.0,
,,,,76800.0,
,,,,28284.0,
,,,,115200.0,
,,,,28284.0,
,,,,192000.0,
,,,,130560.0,
,,,,56568.0,
,,,,288000.0,
,,,,68000.0,
,,,,192000.0,
,,,,144540.0,
,,,,20400.0,
,,,,124800.0,
,,,,28284.0,
,,,,6800.0,
,,,,120960.0,
,,,,6800.0,
,,,,84852.0,
,,,,34000.0,
,,,,169704.0,
,,,,96000.0,
,,,,34000.0,
,,,,192000.0,
,,,,34000.0,
,,,,249600.0,
,,,,20400.0,
,,,,64512.0,
,,,,6596.0,
,,,,95846.4,
,,,,35618.4,
,,,,27648.0,
,,,,2638.4,
,,,,23745.6,
,,,,58982.4,
,,,,3957.6,
,,,,36864.0,
,,,,66355.2,
,,,,162201.6,
,,,,36937.6,
,,,,1843.2,
,,,,267264.0,
,,,,72556.0,
,,,,41577.0,
,,,,5276.8,
,,,,14745.6,
,,,,36864.0,
,,,,6596.0,
,,,,17149.6,
,,,,13192.0,
,,,,66355.2,
,,,,9234.4,
,,,,55296.0,
,,,,6596.0,
,,,,175104.0,
,,,,39576.0,
,,,,5543.6,
,,,,110592.0,
,,,,19788.0,
,,,,13859.0,
,,,,2800.0,
,,,,4400.0,
,,,,4640.0,
,,,,13812.7,
,,,,13812.7,
,,,,4400.0,
,,,,4640.0,
,,,,13812.7,
,,,,4400.0,
,,,,2320.0,
,,,,13812.7,
,,,,29000.0,
,,,,4400.0,
,,,,4800.0,
,,,,4800.0,
,,,,14574.78,
,,,,4800.0,
,,,,29149.56,
,,,,4800.0,
,,,,4800.0,
,,,,2320.0,
,,,,4800.0,
,,,,4800.0,
,,,,4800.0,
,,,,4800.0,
,,,,13812.7,
,,,,4800.0,
,,,,4640.0,
,,,,4800.0,
,,,,9627.6,
,,,,182.75,
,,,,511.7,
,,,,1023.4,
,,,,7737.6,
,,,,6489.6,
,,,,4800.0,
,,,,998.4,
,,,,1023.4,
,,,,1310.4,
,,,,0.0,
,,,,1830.4,
,,,,9994.68,
,,,,6543.8,
,,,,2448.0,
,,,,4800.0,
,,,,14574.78,
,,,,2448.0,
,,,,1590.62,
,,,,11192.35,
,,,,4800.0,
,,,,4800.0,
,,,,1704.0,
,,,,877.2,
,,,,4800.0,
,,,,4800.0,
,,,,4896.0,
,,,,4800.0,
,,,,5098.85,
,,,,4800.0,
,,,,4800.0,
,,,,6048.0,
,,,,4800.0,
,,,,7800.0,
,,,,7800.0,
,,,,7800.0,
,,,,7800.0,
,,,,7800.0,
,,,,7800.0,
,,,,7800.0,
,,,,7800.0,
,,,,7800.0,
,,,,7800.0,
,,,,7800.0,
,,,,7800.0,
,,,,6592.0,
,,,,4100.0,
,,,,14000.0,
,,,,4100.0,
,,,,8200.0,
,,,,7200.0,
,,,,23430.0,
,,,,2500.0,
,,,,2500.0,
,,,,14320.0,
,,,,2500.0,
,,,,7160.0,
,,,,2500.0,
,,,,14320.0,
,,,,2500.0,
,,,,10740.0,
,,,,5000.0,
,,,,20000.0,
,,,,20000.0,
,,,,20000.0,
,,,,20000.0,
,,,,20000.0,
,,,,16000.0,
,,,,20000.0,
,,,,40000.0,
,,,,38000.0,
,,,,72000.0,
,,,,38000.0,
,,,,72000.0,
,,,,19000.0,
,,,,19000.0,
,,,,19000.0,
,,,,19000.0,
,,,,88000.0,
,,,,38000.0,
,,,,19000.0,
,,,,19000.0,
,,,,72000.0,
,,,,19000.0,
,,,,19000.0,
,,,,20184.0,
,,,,19000.0,
,,,,19000.0,
,,,,42000.0,
,,,,72000.0,
,,,,38000.0,
,,,,19000.0,
,,,,19000.0,
,,,,42000.0,
,,,,70000.0,
,,,,19000.0,
,,,,19000.0,
,,,,72000.0,
,,,,42000.0,
,,,,19000.0,
,,,,19000.0,
,,,,19000.0,
,,,,84000.0,
,,,,19000.0,
,,,,42000.0,
,,,,19000.0,
,,,,48000.0,
,,,,19000.0,
,,,,19000.0,
,,,,19000.0,
,,,,1680.0,
,,,,13.33,
,,,,1680.0,
,,,,6.67,
,,,,7350.0,
,,,,7350.0,
,,,,7350.0,
,,,,7350.0,
,,,,7350.0,
,,,,7350.0,
,,,,7350.0,
,,,,7350.0,
,,,,43200.0,
,,,,166000.0,
,,,,74700.0,
,,,,25250.0,
,,,,25250.0,
,,,,25250.0,
,,,,25250.0,
,,,,25250.0,
,,,,25250.0,
,,,,25250.0,
,,,,25250.0,
,,,,37875.0,
,,,,25250.0,
,,,,25250.0,
,,,,25250.0,
,,,,101841.6,
,,,,10483.2,
,,,,3496.0,
,,,,7928.0,
,,,,14848.0,
,,,,23792.0,
,,,,6182.4,
,,,,7776.0,
,,,,12364.8,
,,,,3496.0,
,,,,11896.0,
,,,,7928.0,
,,,,27625.4,
,,,,4640.0,
,,,,27625.4,
,,,,4640.0,
,,,,27625.4,
,,,,4640.0,
,,,,27625.4,
,,,,4640.0,
,,,,27625.4,
,,,,4640.0,
,,,,27625.4,
,,,,4640.0,
,,,,13812.7,
,,,,16240.0,
,,,,9734.4,
,,,,9734.4,
,,,,9734.4,
,,,,18009.6,
,,,,9004.8,
,,,,4502.4,
,,,,15163.2,
,,,,7581.6,
,,,,15163.2,
,,,,3790.8,
,,,,2106.0,
,,,,16161.6,
,,,,7425.6,
,,,,1092.0,
,,,,23587.2,
,,,,10684.8,
,,,,8164.8,
,,,,16329.6,
,,,,16216.2,
,,,,0.0,
,,,,8164.8,
,,,,8164.8,
,,,,0.0,
,,,,8164.8,
,,,,9734.4,
,,,,19468.8,
,,,,2028.0,
,,,,0.0,
,,,,1014.0,
,,,,2028.0,
,,,,0.0,
,,,,9734.4,
,,,,4056.0,
,,,,18009.6,
,,,,33768.0,
,,,,10108.8,
,,,,25272.0,
,,,,32760.0,
,,,,5241.6,
,,,,37396.8,
,,,,16329.6,
,,,,16329.6,
,,,,9004.8,
,,,,3931.2,
,,,,8013.6,
,,,,8013.6,
,,,,4100.0,
,,,,180.0,
,,,,210.0,
,,,,0.0,
,,,,96.0,
,,,,50.2,
,,,,5.44,
,,,,54.4,
,,,,25.0,
,,,,54.0,
,,,,297.0,
,,,,198.0,
,,,,60.5,
,,,,99.0,
,,,,121.0,
,,,,99.0,
,,,,99.0,
,,,,198.0,
,,,,40.0,
,,,,170.0,
,,,,198.0,
,,,,396.0,
,,,,99.0,
,,,,99.0,
,,,,80.0,
,,,,858.0,
,,,,633.6,
,,,,132.0,
,,,,176.0,
,,,,44.0,
,,,,707.0,
,,,,354.87,
,,,,176.0,
,,,,600.0,
,,,,106.0,
,,,,45.0,
,,,,45.0,
,,,,468.0,
,,,,50.0,
,,,,150.0,
,,,,386.0,
,,,,548.0,
,,,,159.0,
,,,,65.2,
,,,,1177.0,
,,,,271.2,
,,,,386.0,
,,,,1920.0,
,,,,67.8,
,,,,1998.0,
,,,,2220.0,
,,,,7371.0,
,,,,8400.0,
,,,,2688.0,
,,,,2688.0,
,,,,0.0,
,,,,2688.0,
,,,,5376.0,
,,,,4166.4,
,,,,4740.96,
,,,,4740.96,
,,,,9475.2,
,,,,8848.0,
,,,,448.0,
,,,,4424.0,
,,,,224.0,
,,,,4424.0,
,,,,224.0,
,,,,2442.0,
,,,,2886.0,
,,,,4424.0,
,,,,11060.0,
,,,,560.0,
,,,,2212.0,
,,,,112.0,
,,,,224.0,
,,,,2756.5,
,,,,13320.0,
,,,,5550.0,
,,,,2444.0,
,,,,6804.0,
,,,,336.0,
,,,,18144.0,
,,,,896.0,
,,,,4536.0,
,,,,224.0,
,,,,18144.0,
,,,,896.0,
,,,,4888.0,
,,,,11544.0,
,,,,6110.0,
,,,,810.0,
,,,,3774.0,
,,,,11340.0,
,,,,560.0,
,,,,4536.0,
,,,,224.0,
,,,,4536.0,
,,,,224.0,
,,,,5670.0,
,,,,280.0,
,,,,4536.0,
,,,,224.0,
,,,,1776.0,
,,,,13320.0,
,,,,4502.4,
,,,,19411.2,
,,,,0.0,
,,,,8192.0,
,,,,6144.0,
,,,,3072.0,
,,,,3072.0,
,,,,5598.0,
,,,,9108.0,
,,,,2156.0,
,,,,6888.0,
,,,,6888.0,
,,,,3036.0,
,,,,2296.0,
,,,,2296.0,
,,,,18633.6,
,,,,22848.0,
,,,,4658.4,
,,,,7106.4,
,,,,6636.0,
,,,,336.0,
,,,,15484.0,
,,,,784.0,
,,,,4424.0,
,,,,224.0,
,,,,8848.0,
,,,,448.0,
,,,,4424.0,
,,,,224.0,
,,,,4424.0,
,,,,224.0,
,,,,2212.0,
,,,,6636.0,
,,,,112.0,
,,,,4424.0,
,,,,224.0,
,,,,336.0,
,,,,11340.0,
,,,,6804.0,
,,,,45360.0,
,,,,27216.0,
,,,,3336.0,
,,,,3336.0,
,,,,3200.0,
,,,,28700.0,
,,,,8400.0,
,,,,3520.0,
,,,,6000.0,
,,,,3520.0,
,,,,3600.0,
,,,,3520.0,
,,,,2400.0,
,,,,28700.0,
,,,,2400.0,
,,,,28700.0,
,,,,4800.0,
,,,,2400.0,
,,,,12000.0,
,,,,3520.0,
,,,,6000.0,
,,,,6000.0,
,,,,3520.0,
,,,,3600.0,
,,,,3900.0,
,,,,1200.0,
,,,,1200.0,
,,,,1200.0,
,,,,1200.0,
,,,,3900.0,
,,,,1700.0,
,,,,3450.0,
,,,,2047.5,
,,,,0.0,
,,,,2400.0,
,,,,0.0,
,,,,32700.0,
,,,,36546.0,
,,,,7650.0,
,,,,12000.0,
,,,,5100.0,
,,,,5481.9,
,,,,3000.0,
,,,,18273.0,
,,,,2550.0,
,,,,1200.0,
,,,,2343.6,
,,,,1230.6,
,,,,3727.5,
,,,,315.0,
,,,,29557.5,
,,,,3108.0,
,,,,2220.0,
,,,,1776.0,
,,,,1776.0,
,,,,3996.0,
,,,,15397.2,
,,,,4888.0,
,,,,2886.0,
,,,,1776.0,
,,,,1998.0,
,,,,2268.0,
,,,,3774.0,
,,,,1458.0,
,,,,733.2,
,,,,733.2,
,,,,50.0,
,,,,5550.0,
,,,,22127.0,
,,,,22624.28,
,,,,5275.8,
,,,,19353.0,
,,,,150.0,
,,,,513.3,
,,,,6464.08,
,,,,3232.04,
,,,,4425.4,
,,,,50558.34,
,,,,0.0,
,,,,6192.96,
,,,,4065.0,
,,,,2550.0,
,,,,110635.0,
,,,,2436.0,
,,,,66486.56,
,,,,11463.2,
,,,,809.6,
,,,,4872.0,
,,,,22926.4,
,,,,0.0,
,,,,27511.68,
,,,,0.0,
,,,,4872.0,
,,,,84188.16,
,,,,11480.0,
,,,,35078.4,
,,,,42094.08,
,,,,18708.48,
,,,,18708.48,
,,,,116928.0,
,,,,9139.2,
,,,,18708.48,
,,,,6844.32,
,,,,262.2,
,,,,4501.44,
,,,,93542.4,
,,,,4737.6,
,,,,2098.32,
,,,,2098.32,
,,,,121197.44,
,,,,2660.0,
,,,,19908.0,
,,,,1008.0,
,,,,36211.2,
,,,,3410.82,
,,,,46614.4,
,,,,1568.16,
,,,,11653.6,
,,,,372.96,
,,,,1118.88,
,,,,1176.0,
,,,,1491.84,
,,,,5550.0,
,,,,2220.0,
,,,,36660.0,
,,,,6110.0,
,,,,6110.0,
,,,,3774.0,
,,,,5550.0,
,,,,4275.0,
,,,,19950.0,
,,,,4275.0,
,,,,64323.0,
,,,,15675.0,
,,,,2850.0,
,,,,52725.0,
,,,,53602.5,
,,,,42882.0,
,,,,61106.85,
,,,,17152.8,
,,,,98628.6,
,,,,9975.0,
,,,,31089.45,
,,,,2850.0,
,,,,26801.25,
,,,,8550.0,
,,,,51458.4,
,,,,5700.0,
,,,,39665.85,
,,,,70720.0,
,,,,5440.0,
,,,,70720.0,
,,,,32640.0,
,,,,40320.0,
,,,,2720.0,
,,,,74800.0,
,,,,103680.0,
,,,,2720.0,
,,,,3840.0,
,,,,11520.0,
,,,,2828.4,
,,,,2720.0,
,,,,39597.6,
,,,,27840.0,
,,,,3840.0,
,,,,5656.8,
,,,,3840.0,
,,,,11313.6,
,,,,18240.0,
,,,,2828.4,
,,,,57600.0,
,,,,28284.0,
,,,,28284.0,
,,,,29920.0,
,,,,53739.6,
,,,,20400.0,
,,,,66804.48,
,,,,2720.0,
,,,,38400.0,
,,,,21760.0,
,,,,3840.0,
,,,,28284.0,
,,,,39597.6,
,,,,28284.0,
,,,,19200.0,
,,,,2720.0,
,,,,2720.0,
,,,,34560.0,
,,,,33940.8,
,,,,57600.0,
,,,,84852.0,
,,,,115200.0,
,,,,44880.0,
,,,,44880.0,
,,,,115200.0,
,,,,25455.6,
,,,,38400.0,
,,,,16970.4,
,,,,19200.0,
,,,,1840.0,
,,,,1652.7,
,,,,3305.4,
,,,,6296.0,
,,,,1721.0,
,,,,2084.0,
,,,,1380.0,
,,,,19832.4,
,,,,6610.8,
,,,,3305.4,
,,,,2885.9,
,,,,7870.0,
,,,,1301.0,
,,,,7236.6,
,,,,3446.0,
,,,,1723.0,
,,,,1723.0,
,,,,3406.0,
,,,,35763.0,
,,,,1788.15,
,,,,19669.65,
,,,,3009.4,
,,,,495.0,
,,,,299.0,
,,,,59.0,
,,,,5364.45,
,,,,6812.0,
,,,,6812.0,
,,,,1823.0,
,,,,1703.0,
,,,,41707.05,
,,,,10362.0,
,,,,16320.15,
,,,,0.0,
,,,,27621.3,
,,,,45377.85,
,,,,9734.4,
,,,,0.0,
,,,,9004.8,
,,,,10108.8,
,,,,10108.8,
,,,,5241.6,
,,,,5241.6,
,,,,7862.4,
,,,,7862.4,
,,,,8013.6,
,,,,21369.6,
,,,,8013.6,
,,,,8013.6,
,,,,32659.2,
,,,,8164.8,
,,,,2342.4,
,,,,26964.0,
,,,,38904.0,
,,,,37283.0,
,,,,29178.0,
,,,,9726.0,
,,,,22829.04,
,,,,15044.4,
,,,,24585.12,
,,,,13372.8,
,,,,77759.37,
,,,,13482.0,
,,,,44178.4,
,,,,5270.4,
,,,,3864.0,
,,,,6832.0,
,,,,77808.0,
,,,,37283.0,
,,,,37283.0,
,,,,6626.76,
,,,,2208.92,
,,,,6270.72,
,,,,19880.28,
,,,,22470.0,
,,,,35524.8,
,,,,13482.0,
,,,,5270.4,
,,,,71049.6,
,,,,10973.76,
,,,,13253.52,
,,,,8835.68,
,,,,8988.0,
,,,,8988.0,
,,,,38904.0,
,,,,20118.56,
,,,,5512.64,
,,,,56697.76,
,,,,5270.4,
,,,,4494.0,
,,,,11044.6,
,,,,21947.52,
,,,,2208.92,
,,,,2208.92,
,,,,19880.28,
,,,,4417.84,
,,,,4494.0,
,,,,2570.4,
,,,,16210.0,
,,,,37283.0,
,,,,5140.8,
,,,,1828.96,
,,,,6626.76,
,,,,3226.44,
,,,,38904.0,
,,,,21073.0,
,,,,1626.45,
,,,,1626.45,
,,,,16210.0,
,,,,22694.0,
,,,,4417.84,
,,,,6626.76,
,,,,22470.0,
,,,,9216.55,
,,,,19452.0,
,,,,772.8,
,,,,4417.84,
,,,,2208.92,
,,,,1545.6,
,,,,4494.0,
,,,,3226.44,
,,,,2208.92,
,,,,2208.92,
,,,,21840.0,
,,,,772.8,
,,,,2208.92,
,,,,1880.0,
,,,,459.0,
,,,,5140.8,
,,,,5140.8,
,,,,4152.6,
,,,,13482.0,
,,,,4494.0,
,,,,35952.0,
,,,,1691.8,
,,,,9325.26,
,,,,1378.16,
,,,,9325.26,
,,,,7260.0,
,,,,4494.0,
,,,,585.6,
,,,,8988.0,
,,,,35520.0,
,,,,35520.0,
,,,,27394.8,
,,,,0.0,
,,,,35520.0,
,,,,35520.0,
,,,,6770.4,
,,,,4513.6,
,,,,142080.0,
,,,,35520.0,
,,,,35520.0,
,,,,35520.0,
,,,,28120.0,
,,,,7400.0,
,,,,35520.0,
,,,,35520.0,
,,,,71040.0,
,,,,0.0,
,,,,35520.0,
,,,,17762.4,
,,,,34040.0,
,,,,8400.0,
,,,,2220.4,
,,,,19320.0,
,,,,3864.0,
,,,,4611.6,
,,,,3864.0,
,,,,17762.4,
,,,,2018.52,
,,,,34314.84,
,,,,2256.8,
,,,,4513.6,
,,,,10092.6,
,,,,3792.6,
,,,,2088.0,
,,,,23184.0,
,,,,50463.0,
,,,,12528.0,
,,,,3864.0,
,,,,3272.08,
,,,,4611.6,
,,,,11592.0,
,,,,7728.0,
,,,,17762.4,
,,,,4648.0,
,,,,35520.0,
,,,,14129.64,
,,,,0.0,
,,,,6972.0,
,,,,693.0,
,,,,2088.0,
,,,,4037.04,
,,,,6055.56,
,,,,30240.0,
,,,,2562.0,
,,,,4037.04,
,,,,2049.6,
,,,,5040.0,
,,,,4611.6,
,,,,11772.0,
,,,,19200.0,
,,,,19200.0,
,,,,3960.0,
,,,,3960.0,
,,,,17762.4,
,,,,2324.0,
,,,,693.0,
,,,,4648.0,
,,,,4648.0,
,,,,2088.0,
,,,,693.0,
,,,,6264.0,
,,,,17762.4,
,,,,47088.0,
,,,,1970.4,
,,,,3063.48,
,,,,10092.6,
,,,,0.0,
,,,,2772.0,
,,,,341.6,
,,,,1636.04,
,,,,20185.2,
,,,,0.0,
,,,,2088.0,
,,,,27888.0,
,,,,35520.0,
,,,,35520.0,
,,,,29600.0,
,,,,19656.0,
,,,,18439.2,
,,,,2324.0,
,,,,2324.0,
,,,,20185.2,
,,,,49081.2,
,,,,0.0,
,,,,4648.0,
,,,,3108.0,
,,,,3108.0,
,,,,29600.0,
,,,,9296.0,
,,,,7920.0,
,,,,35520.0,
,,,,1636.04,
,,,,25615.2,
,,,,0.0,
,,,,2018.52,
,,,,6055.56,
,,,,738.9,
,,,,2018.52,
,,,,17762.4,
,,,,4648.0,
,,,,3940.8,
,,,,3272.08,
,,,,693.0,
,,,,2324.0,
,,,,12111.12,
,,,,21268.52,
,,,,25682.4,
,,,,0.0,
,,,,1386.0,
,,,,683.2,
,,,,4908.12,
,,,,12642.0,
,,,,2324.0,
,,,,16600.0,
,,,,2324.0,
,,,,2018.52,
,,,,2324.0,
,,,,3448.2,
,,,,17762.4,
,,,,4648.0,
,,,,1386.0,
,,,,5160.0,
,,,,5160.0,
,,,,9296.0,
,,,,4037.04,
,,,,2018.52,
,,,,3465.0,
,,,,8600.0,
,,,,1806.0,
,,,,3960.0,
,,,,4648.0,
,,,,3063.48,
,,,,14553.0,
,,,,69560.0,
,,,,35742.0,
,,,,3240.0,
,,,,2156.0,
,,,,1089.0,
,,,,35520.0,
,,,,35520.0,
,,,,72000.0,
,,,,36000.0,
,,,,36000.0,
,,,,488.0,
,,,,35520.0,
,,,,5097.6,
,,,,35520.0,
,,,,33432.0,
,,,,13986.0,
,,,,7400.0,
,,,,35520.0,
,,,,106560.0,
,,,,2817.6,
,,,,9540.0,
,,,,95400.0,
,,,,1575.0,
,,,,30000.0,
,,,,3150.0,
,,,,36000.0,
,,,,36000.0,
,,,,30000.0,
,,,,3150.0,
,,,,36240.0,
,,,,11480.0,
,,,,18120.0,
,,,,18120.0,
,,,,35520.0,
,,,,5097.6,
,,,,6160.0,
,,,,8915.2,
,,,,2296.0,
,,,,6888.0,
,,,,6888.0,
,,,,9240.0,
,,,,25724.16,
,,,,21047.04,
,,,,835.2,
,,,,36240.0,
,,,,72480.0,
,,,,36240.0,
,,,,36240.0,
,,,,36240.0,
,,,,3157.44,
,,,,16905.6,
,,,,5088.0,
,,,,23310.0,
,,,,5920.0,
,,,,6888.0,
,,,,16905.6,
,,,,3422.16,
,,,,3422.16,
,,,,18840.0,
,,,,1046.5,
,,,,835.2,
,,,,2997.6,
,,,,5088.0,
,,,,7015.68,
,,,,2338.56,
,,,,6888.0,
,,,,4592.0,
,,,,5088.0,
,,,,2338.56,
,,,,16905.6,
,,,,2296.0,
,,,,2584.4,
,,,,35520.0,
,,,,35520.0,
,,,,35520.0,
,,,,31080.0,
,,,,4662.0,
,,,,4592.0,
,,,,2584.4,
,,,,2296.8,
,,,,4677.12,
,,,,4677.12,
,,,,4176.0,
,,,,2338.56,
,,,,4592.0,
,,,,9780.0,
,,,,11480.0,
,,,,2296.0,
,,,,6888.0,
,,,,2454.4,
,,,,2215.36,
,,,,16905.6,
,,,,2338.56,
,,,,2454.4,
,,,,9184.0,
,,,,16905.6,
,,,,16905.6,
,,,,2338.56,
,,,,4677.12,
,,,,14800.0,
,,,,2296.0,
,,,,11692.8,
,,,,13040.0,
,,,,2982.0,
,,,,2296.0,
,,,,2783.2,
,,,,2296.0,
,,,,4890.0,
,,,,3260.0,
,,,,2338.56,
,,,,2296.0,
,,,,2296.0,
,,,,2296.0,
,,,,2296.0,
,,,,16905.6,
,,,,5635.2,
,,,,35616.0,
,,,,5088.0,
,,,,50880.0,
,,,,104940.0,
,,,,5995.2,
,,,,5088.0,
,,,,12150.0,
,,,,0.0,
,,,,34824.0,
,,,,17985.6,
,,,,4602.0,
,,,,9664.2,
,,,,14510.0,
,,,,34824.0,
,,,,33373.0,
,,,,1451.0,
,,,,854.0,
,,,,34824.0,
,,,,34824.0,
,,,,34824.0,
,,,,34824.0,
,,,,0.0,
,,,,14510.0,
,,,,33373.0,
,,,,1451.0,
,,,,12150.0,
,,,,0.0,
,,,,17740.8,
,,,,9139.2,
,,,,15110.0,
,,,,2697.84,
,,,,34824.0,
,,,,14780.0,
,,,,20174.7,
,,,,4569.6,
,,,,6854.4,
,,,,6854.4,
,,,,88704.0,
,,,,88704.0,
,,,,88704.0,
,,,,88704.0,
,,,,88704.0,
,,,,34272.0,
,,,,20260.8,
,,,,1551.9,
,,,,93139.2,
,,,,88704.0,
,,,,88704.0,
,,,,88704.0,
,,,,39916.8,
,,,,7106.4,
,,,,34824.0,
,,,,17985.6,
,,,,11844.0,
,,,,11844.0,
,,,,4737.6,
,,,,7106.4,
,,,,15727.04,
,,,,42033.6,
,,,,1523.55,
,,,,46704.0,
,,,,92064.0,
,,,,60715.2,
,,,,58380.0,
,,,,92064.0,
,,,,16149.0,
,,,,7106.4,
,,,,21319.2,
,,,,6740.16,
,,,,2997.6,
,,,,34824.0,
,,,,92064.0,
,,,,7106.4,
,,,,24713.92,
,,,,4737.6,
,,,,21319.2,
,,,,4737.6,
,,,,34824.0,
,,,,34824.0,
,,,,34824.0,
,,,,27569.0,
,,,,6094.2,
,,,,34824.0,
,,,,34824.0,
,,,,34824.0,
,,,,34824.0,
,,,,11965.8,
,,,,2246.72,
,,,,5154.0,
,,,,17985.6,
,,,,5154.0,
,,,,2902.0,
,,,,31922.0,
,,,,18950.4,
,,,,9475.2,
,,,,4737.6,
,,,,4737.6,
,,,,2335.2,
,,,,7106.4,
,,,,4737.6,
,,,,34824.0,
,,,,34824.0,
,,,,34824.0,
,,,,92064.0,
,,,,92064.0,
,,,,27569.0,
,,,,6094.2,
,,,,4465.44,
,,,,11844.0,
,,,,7106.4,
,,,,11844.0,
,,,,14212.8,
,,,,18086.67,
,,,,7555.0,
,,,,17985.6,
,,,,92064.0,
,,,,92064.0,
,,,,2246.72,
,,,,2246.72,
,,,,4242.8,
,,,,2246.72,
,,,,8986.88,
,,,,17985.6,
,,,,3288.04,
,,,,4493.44,
,,,,2592.46,
,,,,14212.8,
,,,,2368.8,
,,,,22467.2,
,,,,35544.0,
,,,,6044.0,
,,,,1050.0,
,,,,1199.04,
,,,,46704.0,
,,,,16581.6,
,,,,4737.6,
,,,,715.38,
,,,,7442.4,
,,,,9475.2,
,,,,4814.4,
,,,,2545.68,
,,,,2246.72,
,,,,2250.72,
,,,,3418.8,
,,,,11396.0,
,,,,3256.0,
,,,,3256.0,
,,,,6576.08,
,,,,2250.72,
,,,,2368.8,
,,,,2368.8,
,,,,7106.4,
,,,,15462.0,
,,,,7106.4,
,,,,2368.8,
,,,,46032.0,
,,,,46032.0,
,,,,2246.72,
,,,,4737.6,
,,,,4737.6,
,,,,9475.2,
,,,,4737.6,
,,,,7106.4,
,,,,17985.6,
,,,,8140.0,
,,,,3256.0,
,,,,6512.0,
,,,,2246.72,
,,,,7106.4,
,,,,2246.72,
,,,,3256.0,
,,,,4713.0,
,,,,4737.6,
,,,,4737.6,
,,,,4737.6,
,,,,4737.6,
,,,,4737.6,
,,,,17985.6,
,,,,4737.6,
,,,,2976.96,
,,,,2997.6,
,,,,2772.0,
,,,,2997.6,
,,,,2997.6,
,,,,7550.0,
,,,,333.6,
,,,,5250.0,
,,,,12080.0,
,,,,6342.0,
,,,,2100.0,
,,,,4737.6,
,,,,36240.0,
,,,,2368.8,
,,,,2368.8,
,,,,38192.0,
,,,,11130.0,
,,,,76384.0,
,,,,38192.0,
,,,,76384.0,
,,,,76384.0,
,,,,76384.0,
,,,,76384.0,
,,,,76384.0,
,,,,941.25,
,,,,36240.0,
,,,,36240.0,
,,,,1996.92,
,,,,36240.0,
,,,,36240.0,
,,,,36240.0,
,,,,18120.0,
,,,,46452.0,
,,,,36240.0,
,,,,36240.0,
,,,,12684.0,
,,,,36240.0,
,,,,36240.0,
,,,,36240.0,
,,,,36240.0,
,,,,49170.0,
,,,,1510.0,
,,,,4668.0,
,,,,36240.0,
,,,,36240.0,
,,,,36240.0,
,,,,36240.0,
,,,,36240.0,
,,,,36240.0,
,,,,88480.0,
,,,,112.0,
,,,,13272.0,
,,,,672.0,
,,,,39816.0,
,,,,1008.0,
,,,,88480.0,
,,,,12684.0,
,,,,2212.0,
,,,,88480.0,
,,,,88480.0,
,,,,88480.0,
,,,,88480.0,
,,,,26544.0,
,,,,1344.0,
,,,,44240.0,
,,,,88480.0,
,,,,88480.0,
,,,,88480.0,
,,,,88480.0,
,,,,88480.0,
,,,,36240.0,
,,,,4424.0,
,,,,5148.0,
,,,,224.0,
,,,,88480.0,
,,,,10221.4,
,,,,4401.4,
,,,,13272.0,
,,,,672.0,
,,,,4668.0,
,,,,36240.0,
,,,,7049.0,
,,,,18000.0,
,,,,6300.0,
,,,,4424.0,
,,,,224.0,
,,,,59724.0,
,,,,1512.0,
,,,,4424.0,
,,,,224.0,
,,,,4424.0,
,,,,224.0,
,,,,6636.0,
,,,,336.0,
,,,,7550.0,
,,,,36240.0,
,,,,88480.0,
,,,,36240.0,
,,,,8848.0,
,,,,8848.0,
,,,,448.0,
,,,,448.0,
,,,,4661.44,
,,,,19908.0,
,,,,1008.0,
,,,,22120.0,
,,,,1120.0,
,,,,9513.0,
,,,,18120.0,
,,,,4424.0,
,,,,224.0,
,,,,13320.0,
,,,,8848.0,
,,,,448.0,
,,,,6636.0,
,,,,336.0,
,,,,4661.44,
,,,,3410.82,
,,,,2330.72,
,,,,44240.0,
,,,,1120.0,
,,,,7927.5,
,,,,11060.0,
,,,,560.0,
,,,,4424.0,
,,,,224.0,
,,,,16800.0,
,,,,672.0,
,,,,26544.0,
,,,,1344.0,
,,,,2207.84,
,,,,4424.0,
,,,,224.0,
,,,,36240.0,
