Production date,Origin and Destination country,Project Name,Amount
,,,"46 704,00"
,,,"16 581,60"
,,,"4 737,60"
,,,"715,38"
,,,"7 442,40"
,,,"9 475,20"
,,,"4 814,40"
,,,"2 545,68"
,,,"2 246,72"
,,,"2 250,72"
,,,"3 418,80"
,,,"11 396,00"
,,,"3 256,00"
,,,"3 256,00"
,,,"6 576,08"
,,,"2 250,72"
,,,"2 368,80"
,,,"2 368,80"
,,,"7 106,40"
,,,"15 462,00"
,,,"7 106,40"
,,,"2 368,80"
,,,"46 032,00"
,,,"46 032,00"
,,,"2 246,72"
,,,"4 737,60"
,,,"4 737,60"
,,,"9 475,20"
,,,"4 737,60"
,,,"7 106,40"
,,,"17 985,60"
,,,"8 140,00"
,,,"3 256,00"
,,,"6 512,00"
,,,"2 246,72"
,,,"7 106,40"
,,,"2 246,72"
,,,"3 256,00"
,,,"4 713,00"
,,,"4 737,60"
,,,"4 737,60"
,,,"4 737,60"
,,,"4 737,60"
,,,"4 737,60"
,,,"17 985,60"
,,,"4 737,60"
,,,"2 976,96"
,,,"2 997,60"
,,,"2 772,00"
,,,"2 997,60"
,,,"2 997,60"
,,,"7 550,00"
,,,"333,6"
,,,"5 250,00"
,,,"12 080,00"
,,,"6 342,00"
,,,"2 100,00"
,,,"4 737,60"
,,,"36 240,00"
,,,"2 368,80"
,,,"2 368,80"
,,,"38 192,00"
,,,"11 130,00"
,,,"76 384,00"
,,,"38 192,00"
,,,"76 384,00"
,,,"76 384,00"
,,,"76 384,00"
,,,"76 384,00"
,,,"76 384,00"
,,,"941,25"
,,,"36 240,00"
,,,"36 240,00"
,,,"1 996,92"
,,,"36 240,00"
,,,"36 240,00"
,,,"36 240,00"
,,,"18 120,00"
,,,"46 452,00"
,,,"36 240,00"
,,,"36 240,00"
,,,"12 684,00"
,,,"36 240,00"
,,,"36 240,00"
,,,"36 240,00"
,,,"36 240,00"
,,,"49 170,00"
,,,"1 510,00"
,,,"4 668,00"
,,,"36 240,00"
,,,"36 240,00"
,,,"36 240,00"
,,,"36 240,00"
,,,"36 240,00"
,,,"36 240,00"
,,,"88 480,00"
,,,112
,,,"13 272,00"
,,,672
,,,"39 816,00"
,,,"1 008,00"
,,,"88 480,00"
,,,"12 684,00"
,,,"2 212,00"
,,,"88 480,00"
,,,"88 480,00"
,,,"88 480,00"
,,,"88 480,00"
,,,"26 544,00"
,,,"1 344,00"
,,,"44 240,00"
,,,"88 480,00"
,,,"88 480,00"
,,,"88 480,00"
,,,"88 480,00"
,,,"88 480,00"
,,,"36 240,00"
,,,"4 424,00"
,,,"5 148,00"
,,,224
,,,"88 480,00"
,,,"10 221,40"
,,,"4 401,40"
,,,"13 272,00"
,,,672
,,,"4 668,00"
,,,"36 240,00"
,,,"7 049,00"
,,,"18 000,00"
,,,"6 300,00"
,,,"4 424,00"
,,,224
,,,"59 724,00"
,,,"1 512,00"
,,,"4 424,00"
,,,224
,,,"4 424,00"
,,,224
,,,"6 636,00"
,,,336
,,,"7 550,00"
,,,"36 240,00"
,,,"88 480,00"
,,,"36 240,00"
,,,"8 848,00"
,,,"8 848,00"
,,,448
,,,448
,,,"4 661,44"
,,,"19 908,00"
,,,"1 008,00"
,,,"22 120,00"
,,,"1 120,00"
,,,"9 513,00"
,,,"18 120,00"
,,,"4 424,00"
,,,224
,,,"13 320,00"
,,,"8 848,00"
,,,448
,,,"6 636,00"
,,,336
,,,"4 661,44"
,,,"3 410,82"
,,,"2 330,72"
,,,"44 240,00"
,,,"1 120,00"
,,,"7 927,50"
,,,"11 060,00"
,,,560
,,,"4 424,00"
,,,224
,,,"16 800,00"
,,,672
,,,"26 544,00"
,,,"1 344,00"
,,,"2 207,84"
,,,"4 424,00"
,,,224
,,,"36 240,00"
,,,"4 424,00"
,,,224
,,,"25 637,92"
,,,"5 840,80"
,,,"37 604,00"
,,,"1 904,00"
,,,"7 550,00"
,,,"4 668,00"
,,,"88 480,00"
,,,"88 480,00"
,,,"6 636,00"
,,,336
,,,"17 696,00"
,,,896
,,,"33 180,00"
,,,"1 680,00"
,,,"6 602,10"
,,,"4 661,44"
,,,"2 330,72"
,,,"9 513,00"
,,,"2 330,72"
,,,"9 322,88"
,,,"2 330,72"
,,,"18 120,00"
,,,"4 424,00"
,,,224
,,,"4 424,00"
,,,224
,,,"2 212,00"
,,,112
,,,112
,,,"88 480,00"
,,,"11 060,00"
,,,560
,,,"2 207,84"
,,,"3 410,82"
,,,"2 212,00"
,,,"2 330,72"
,,,"4 424,00"
,,,224
,,,"13 320,00"
,,,"88 480,00"
,,,"3 410,82"
,,,"7 872,00"
,,,"7 550,00"
,,,"15 100,00"
,,,"7 550,00"
,,,"4 424,00"
,,,224
,,,"2 330,72"
,,,"2 200,70"
,,,"2 520,00"
,,,"3 936,00"
,,,"88 480,00"
,,,"88 480,00"
,,,"3 171,00"
,,,"2 301,40"
,,,"1 260,00"
,,,"88 480,00"
,,,"2 207,84"
,,,"7 550,00"
,,,"2 898,00"
,,,"1 491,84"
,,,"1 176,00"
,,,"2 330,72"
,,,"4 661,44"
,,,"7 550,00"
,,,"7 550,00"
,,,224
,,,"4 424,00"
,,,"7 550,00"
,,,"3 920,40"
,,,"3 410,82"
,,,"5 944,00"
,,,"6 342,00"
,,,"2 212,00"
,,,112
,,,"6 636,00"
,,,336
,,,"11 060,00"
,,,560
,,,"4 424,00"
,,,224
,,,"4 424,00"
,,,224
,,,"3 410,82"
,,,"4 424,00"
,,,224
,,,"2 207,84"
,,,"2 212,00"
,,,112
,,,"2 330,72"
,,,"4 661,44"
,,,"4 668,00"
,,,"53 640,00"
,,,"2 212,00"
,,,112
,,,"88 480,00"
,,,"27 216,00"
,,,"8 700,00"
,,,"9 135,00"
,,,"88 480,00"
,,,"88 480,00"
,,,"88 480,00"
,,,"2 354,10"
,,,"15 876,00"
,,,784
,,,"6 804,00"
,,,336
,,,"1 585,50"
,,,"3 297,00"
,,,"24 948,00"
,,,"1 232,00"
,,,"34 020,00"
,,,"1 680,00"
,,,"7 636,00"
,,,"4 002,00"
,,,"76 800,00"
,,,"38 400,00"
,,,"88 480,00"
,,,"88 480,00"
,,,"6 594,00"
,,,"11 539,50"
,,,"4 446,00"
,,,"7 375,20"
,,,"23 541,00"
,,,"17 400,00"
,,,"21 315,00"
,,,"4 590,00"
,,,"88 480,00"
,,,0
,,,"88 480,00"
,,,"88 480,00"
,,,"2 212,00"
,,,112
,,,0
,,,"9 072,00"
,,,448
,,,"7 062,30"
,,,"6 040,00"
,,,"9 540,00"
,,,"13 608,00"
,,,672
,,,720
,,,"4 536,00"
,,,224
,,,"13 778,80"
,,,"2 061,50"
,,,"38 400,00"
,,,"38 400,00"
,,,"799,2"
,,,"1 600,80"
,,,"34 020,00"
,,,"6 259,20"
,,,"7 375,20"
,,,"23 541,00"
,,,"7 636,00"
,,,"1 600,80"
,,,"9 180,00"
,,,"2 268,00"
,,,112
,,,"4 536,00"
,,,224
,,,"90 720,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"1 120,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"1 680,00"
,,,"34 800,00"
,,,"6 259,20"
,,,"34 800,00"
,,,"13 608,00"
,,,672
,,,"4 536,00"
,,,224
,,,"2 268,00"
,,,112
,,,"6 804,00"
,,,336
,,,"26 100,00"
,,,"1 120,00"
,,,"22 680,00"
,,,"9 072,00"
,,,448
,,,"45 360,00"
,,,"1 120,00"
,,,"2 520,00"
,,,"8 250,00"
,,,"4 536,00"
,,,224
,,,"11 340,00"
,,,560
,,,"4 530,00"
,,,"2 229,92"
,,,0
,,,"9 072,00"
,,,448
,,,"4 770,00"
,,,"22 680,00"
,,,560
,,,"1 475,04"
,,,"2 354,10"
,,,"34 800,00"
,,,"800,4"
,,,"1 527,20"
,,,"13 608,00"
,,,672
,,,"4 710,00"
,,,"9 072,00"
,,,448
,,,"90 720,00"
,,,"34 800,00"
,,,"34 800,00"
,,,"2 229,92"
,,,"4 708,20"
,,,"9 072,00"
,,,448
,,,"90 720,00"
,,,"4 536,00"
,,,224
,,,"3 960,15"
,,,"4 446,00"
,,,"799,2"
,,,"3 054,40"
,,,"4 581,60"
,,,"4 536,00"
,,,224
,,,"7 636,00"
,,,798
,,,"2 354,10"
,,,"1 260,00"
,,,"2 500,00"
,,,"3 054,40"
,,,"399,6"
,,,"2 268,00"
,,,112
,,,"90 720,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"45 360,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"11 340,00"
,,,560
,,,"2 268,00"
,,,112
,,,"2 354,10"
,,,"3 054,40"
,,,"34 800,00"
,,,"34 800,00"
,,,"34 800,00"
,,,"34 800,00"
,,,"34 800,00"
,,,"34 800,00"
,,,"34 800,00"
,,,"34 800,00"
,,,"34 800,00"
,,,"34 800,00"
,,,"34 800,00"
,,,"34 800,00"
,,,"3 444,70"
,,,"4 536,00"
,,,224
,,,"1 475,04"
,,,"4 708,20"
,,,"3 444,70"
,,,"21 420,00"
,,,"14 500,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"2 354,10"
,,,"9 072,00"
,,,448
,,,"22 680,00"
,,,"1 120,00"
,,,"15 272,00"
,,,"2 268,00"
,,,112
,,,"399,6"
,,,"3 201,60"
,,,"2 268,00"
,,,112
,,,"800,4"
,,,"1 527,20"
,,,"4 764,00"
,,,"4 536,00"
,,,224
,,,"2 354,10"
,,,"18 120,00"
,,,"3 054,40"
,,,"2 229,92"
,,,720
,,,"4 446,00"
,,,"9 416,40"
,,,"399,6"
,,,"2 354,10"
,,,"38 400,00"
,,,"4 536,00"
,,,224
,,,"5 600,00"
,,,224
,,,"4 536,00"
,,,224
,,,"2 268,00"
,,,112
,,,"9 072,00"
,,,448
,,,"5 670,00"
,,,"12 518,40"
,,,"90 720,00"
,,,"3 054,40"
,,,"2 401,20"
,,,"90 720,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"5 190,00"
,,,"2 376,00"
,,,"15 876,00"
,,,784
,,,"90 720,00"
,,,"1 816,50"
,,,"9 072,00"
,,,448
,,,"6 440,00"
,,,"3 380,00"
,,,"10 647,00"
,,,"8 050,00"
,,,"3 380,00"
,,,"7 098,00"
,,,"90 720,00"
,,,"18 144,00"
,,,896
,,,"1 610,00"
,,,"3 460,00"
,,,"1 816,50"
,,,"90 720,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"3 960,00"
,,,"6 108,80"
,,,"3 150,00"
,,,"2 397,60"
,,,"4 536,00"
,,,224
,,,"1 260,00"
,,,50
,,,"2 401,20"
,,,"800,4"
,,,"4 581,60"
,,,"1 475,04"
,,,0
,,,"4 425,40"
,,,"6 464,08"
,,,"2 093,92"
,,,"4 141,62"
,,,"1 738,80"
,,,"3 232,04"
,,,"2 212,70"
,,,"6 464,08"
,,,"3 686,40"
,,,"13 420,96"
,,,"2 171,20"
,,,"4 585,28"
,,,0
,,,"3 825,00"
,,,"3 355,24"
,,,"2 872,24"
,,,"1 518,00"
,,,"4 677,12"
,,,"17 110,80"
,,,"1 465,10"
,,,"2 930,20"
,,,"2 318,00"
,,,488
,,,976
,,,"3 422,16"
,,,"17 110,80"
,,,"2 338,56"
,,,"1 488,48"
,,,"2 250,72"
,,,"2 338,56"
,,,"2 330,72"
,,,"6 821,64"
,,,"36 211,20"
,,,"6 821,64"
,,,"6 623,52"
,,,"13 643,28"
,,,"6 821,64"
,,,"745,92"
,,,"4 661,44"
,,,"745,92"
,,,"1 176,00"
,,,"1 491,84"
,,,"1 764,00"
,,,"2 354,10"
,,,"13 778,80"
,,,"38 246,40"
,,,"8 103,60"
,,,"2 229,92"
,,,"1 475,04"
,,,"5 612,76"
,,,"19 644,66"
,,,"3 150,00"
,,,"799,2"
,,,"1 968,00"
,,,"19 180,00"
,,,"41 331,00"
,,,"43 128,00"
,,,"4 132,00"
,,,"41 538,00"
,,,"1 816,50"
,,,"2 066,00"
,,,0
,,,"43 860,15"
,,,"22 068,00"
,,,"1 914,00"
,,,"14 080,00"
,,,"26 412,75"
,,,0
,,,0
,,,"1 914,00"
,,,0
,,,"1 914,00"
,,,"1 837,44"
,,,0
,,,"7 656,00"
,,,"1 914,00"
,,,"1 914,00"
,,,"1 914,00"
,,,"13 520,00"
,,,"26 617,50"
,,,"8 775,00"
,,,"3 046,40"
,,,"1 690,00"
,,,"3 540,00"
,,,"1 770,00"
,,,0
,,,"3 540,00"
,,,"10 050,00"
,,,"7 500,00"
,,,"1 430,00"
,,,"3 000,00"
,,,"2 550,00"
,,,"3 000,00"
,,,"10 416,00"
,,,"4 166,40"
,,,"2 220,00"
,,,"3 330,00"
,,,"3 330,00"
,,,"13 320,00"
,,,"5 772,00"
,,,"13 320,00"
,,,"6 804,00"
,,,336
,,,"1 776,00"
,,,"2 212,70"
,,,"2 212,70"
,,,"4 896,00"
,,,"4 896,00"
,,,"3 355,24"
,,,"4 896,00"
,,,"4 896,00"
,,,"4 896,00"
,,,"89 152,00"
,,,"3 422,16"
,,,"27 990,00"
,,,"4 736,16"
,,,"2 296,00"
,,,"5 598,00"
,,,"5 598,00"
,,,"10 308,00"
,,,"266 112,00"
,,,"266 112,00"
,,,"5 154,00"
,,,"3 422,16"
,,,"10 308,00"
,,,"5 154,00"
,,,"6 844,32"
,,,"3 422,16"
,,,"4 501,44"
,,,"5 154,00"
,,,"139 544,64"
,,,"2 250,72"
,,,"5 154,00"
,,,"2 250,72"
,,,"10 308,00"
,,,"5 154,00"
,,,"789,36"
,,,"78 624,00"
,,,"78 624,00"
,,,"13 302,00"
,,,"88 480,00"
,,,"6 821,64"
,,,"30 697,38"
,,,"2 200,70"
,,,"88 480,00"
,,,"4 434,00"
,,,"4 434,00"
,,,"15 744,00"
,,,"88 480,00"
,,,"2 377,08"
,,,"2 200,70"
,,,"4 434,00"
,,,"88 480,00"
,,,"1 670,40"
,,,"1 593,60"
,,,"1 670,40"
,,,"3 187,20"
,,,"4 740,00"
,,,"88 480,00"
,,,"3 444,70"
,,,"2 354,10"
,,,"3 444,70"
,,,"28 899,00"
,,,"22 230,00"
,,,"6 889,40"
,,,"8 919,68"
,,,"3 444,70"
,,,"3 187,20"
,,,"4 740,00"
,,,"4 740,00"
,,,"5 280,00"
,,,"20 850,60"
,,,"20 668,20"
,,,"4 446,00"
,,,"4 446,00"
,,,"4 459,84"
,,,"3 444,70"
,,,"2 223,00"
,,,"2 229,92"
,,,"90 720,00"
,,,"1 320,00"
,,,"3 444,70"
,,,"90 720,00"
,,,"90 720,00"
,,,"5 280,00"
,,,"90 720,00"
,,,"3 187,20"
,,,"90 720,00"
,,,"399,6"
,,,"5 280,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"90 720,00"
,,,"1 198,80"
,,,"1 593,60"
,,,"4 446,00"
,,,"3 187,20"
,,,"1 593,60"
,,,"1 593,60"
,,,"10 560,00"
,,,"2 354,10"
,,,"399,6"
,,,"1 332,00"
,,,"1 955,20"
,,,888
,,,888
,,,"3 552,00"
,,,"2 932,80"
,,,"1 776,00"
,,,"2 220,00"
,,,666
,,,"3 108,00"
,,,"3 996,00"
,,,"3 600,00"
,,,"5 241,60"
,,,"38 700,00"
,,,"27 720,00"
,,,"4 010,00"
,,,"10 483,20"
,,,"10 483,20"
,,,"4 010,00"
,,,"15 040,00"
,,,"6 016,00"
,,,"8 013,60"
,,,"8 013,60"
,,,"3 700,00"
,,,"31 872,00"
,,,"28 000,00"
,,,720
,,,2
,,,"17 430,00"
,,,"1 440,00"
,,,"3 510,00"
,,,"4 502,40"
,,,"8 013,60"
,,,"5 342,40"
,,,"2 800,00"
,,,"3 500,00"
,,,"1 450,00"
,,,"1 450,00"
,,,"3 500,00"
,,,"1 700,00"
,,,"5 100,00"
,,,"8 610,00"
,,,"8 610,00"
,,,"115 144,00"
,,,"110 889,00"
,,,"165 649,00"
,,,"50 000,00"
,,,0
,,,0
,,,0
,,,"6 316,80"
,,,"1 332,00"
,,,"2 220,00"
,,,"3 774,00"
,,,"8 848,00"
,,,448
,,,"2 664,00"
,,,"3 660,00"
,,,"3 144,00"
,,,"10 980,00"
,,,"220,02"
,,,"2 220,00"
,,,"1 501,00"
,,,"1 580,00"
,,,740
,,,"1 422,00"
,,,0
,,,740
,,,0
,,,740
,,,"2 220,00"
,,,"1 420,20"
,,,"918,5"
,,,"2 220,00"
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,627
,,,"21 700,00"
,,,"6 200,00"
,,,"2 548,00"
,,,0
,,,"23 041,20"
,,,"17 710,00"
,,,"14 725,60"
,,,"7 456,00"
,,,"7 216,00"
,,,"14 874,30"
,,,"22 036,00"
,,,"2 705,00"
,,,"11 568,90"
,,,0
,,,"17 157,00"
,,,"1 574,00"
,,,"38 012,10"
,,,"4 958,10"
,,,"31 480,00"
,,,"26 822,25"
,,,"13 624,00"
,,,"14 305,20"
,,,"25 545,00"
,,,"1 193,80"
,,,"1 890,00"
,,,59
,,,"604,8"
,,,"11 484,90"
,,,"3 646,00"
,,,"3 646,00"
,,,59
,,,"5 181,00"
,,,"34 453,65"
,,,650
,,,59
,,,650
,,,"14 506,80"
,,,"25 905,00"
,,,"5 454,00"
,,,650
,,,100
,,,"161,25"
,,,"1 818,00"
,,,"25 648,35"
,,,"18 790,00"
,,,"17 756,55"
,,,"3 133,80"
,,,59
,,,"3 291,30"
,,,59
,,,"3 133,80"
,,,59
,,,"7 516,00"
,,,"37 486,05"
,,,"7 647,00"
,,,"10 000,00"
,,,"9 925,00"
,,,"19 730,90"
,,,0
,,,"12 210,00"
,,,"2 553,60"
,,,"4 817,88"
,,,"28 336,00"
,,,"4 961,60"
,,,"3 848,00"
,,,"23 660,00"
,,,"7 000,00"
,,,"1 780,00"
,,,"26 400,00"
,,,"1 770,00"
,,,"4 615,80"
,,,"32 357,00"
,,,"206,8"
,,,"93,2"
,,,"1 823,00"
,,,"27 632,00"
,,,"1 049,00"
,,,"3 694,00"
,,,"35 550,00"
,,,"31 878,00"
,,,"25 184,00"
,,,"1 921,50"
,,,"13 680,00"
,,,"3 040,00"
,,,"14 784,00"
,,,"1 113,00"
,,,"3 696,00"
,,,"7 290,00"
,,,"801,5"
,,,0
,,,150
,,,68
,,,"70,8"
,,,"70,8"
,,,450
,,,"47,2"
,,,"23,6"
,,,"23,6"
,,,"94,4"
,,,"23,6"
,,,"10,9"
,,,"29 203,20"
,,,"9 734,40"
,,,0
,,,0
,,,"9 734,40"
,,,"18 009,60"
,,,"18 009,60"
,,,"17 915,80"
,,,0
,,,"4 502,40"
,,,"4 502,40"
,,,"4 502,40"
,,,"4 502,40"
,,,"9 004,80"
,,,0
,,,0
,,,"9 004,80"
,,,"15 163,20"
,,,"40 435,20"
,,,"20 217,60"
,,,"571,2"
,,,"5 054,40"
,,,"5 054,40"
,,,"5 054,40"
,,,"5 054,40"
,,,"5 054,40"
,,,"23 587,20"
,,,"11 029,20"
,,,"47 174,40"
,,,"15 724,80"
,,,"142,8"
,,,"7 862,40"
,,,"7 862,40"
,,,"8 013,60"
,,,"12 243,00"
,,,"9 126,60"
,,,"42 739,20"
,,,"37 128,00"
,,,"37 396,80"
,,,"8 013,60"
,,,"8 013,60"
,,,"40 824,00"
,,,"16 329,60"
,,,"40 824,00"
,,,"8 164,80"
,,,"8 164,80"
,,,"8 164,80"
,,,"3 144,00"
,,,"6 464,08"
,,,"4 187,84"
,,,"4 884,00"
,,,"1 548,24"
,,,"2 093,92"
,,,"4 187,84"
,,,"3 232,04"
,,,"10 065,72"
,,,"8 684,80"
,,,"2 171,20"
,,,"6 513,60"
,,,"3 355,24"
,,,"3 355,24"
,,,"2 171,20"
,,,"10 522,96"
,,,0
,,,"16 377,48"
,,,0
,,,"524,4"
,,,"3 422,16"
,,,"2 215,36"
,,,"1 980,00"
,,,"789,36"
,,,"6 752,16"
,,,"10 430,70"
,,,"2 346,00"
,,,"2 513,28"
,,,"4 501,44"
,,,"6 953,80"
,,,"2 250,72"
,,,"3 996,45"
,,,"2 250,72"
,,,760
,,,"379,56"
,,,"13 643,28"
,,,"27 616,80"
,,,"19 870,56"
,,,"13 247,04"
,,,"6 821,64"
,,,"4 723,20"
,,,"2 301,40"
,,,"1 574,40"
,,,"3 410,82"
,,,"2 962,26"
,,,"2 061,50"
,,,"3 444,70"
,,,"35 678,72"
,,,"16 492,00"
,,,"17 223,50"
,,,"3 444,70"
,,,"2 229,92"
,,,"3 444,70"
,,,"33 448,80"
,,,"1 584,00"
,,,"2 055,24"
,,,"8 804,25"
,,,"29 920,00"
,,,0
,,,"22 644,00"
,,,"45 193,65"
,,,"38 328,00"
,,,"37 776,00"
,,,"9 978,00"
,,,"40 872,00"
,,,"24 262,00"
,,,"39 192,00"
,,,0
,,,"17 880,00"
,,,"19 440,00"
,,,0
,,,"12 677,00"
,,,"18 144,00"
,,,"2 548,00"
,,,"10 192,00"
,,,"5 096,00"
,,,"5 096,00"
,,,"5 096,00"
,,,"4 872,00"
,,,"18 757,20"
,,,"1 705,20"
,,,"1 778,70"
,,,"6 828,00"
,,,"2 853,84"
,,,"23 898,00"
,,,"48 048,00"
,,,"4 872,00"
,,,"499,6"
,,,"1 365,60"
,,,"6 828,00"
,,,"6 828,00"
,,,"99,92"
,,,"2 997,60"
,,,"6 828,00"
,,,"2 997,60"
,,,"6 828,00"
,,,"227,6"
,,,"2 436,00"
,,,"3 414,00"
,,,"2 568,46"
,,,"6 828,00"
,,,"2 697,84"
,,,"10 416,00"
,,,"5 844,00"
,,,"4 166,40"
,,,"6 946,80"
,,,"6 616,00"
,,,"31 516,80"
,,,"31 516,80"
,,,"13 975,20"
,,,"46 584,00"
,,,"32 608,80"
,,,"2 368,80"
,,,"2 997,60"
,,,"4 737,60"
,,,"4 737,60"
,,,"2 997,60"
,,,"4 737,60"
,,,"2 997,60"
,,,"4 737,60"
,,,"3 828,30"
,,,"1 823,00"
,,,"88 480,00"
,,,"1 776,00"
,,,"1 776,00"
,,,"4 424,00"
,,,224
,,,"4 424,00"
,,,224
,,,"13 272,00"
,,,672
,,,"4 424,00"
,,,224
,,,"4 424,00"
,,,224
,,,"8 848,00"
,,,448
,,,"2 220,00"
,,,"2 212,00"
,,,"8 848,00"
,,,448
,,,"90 720,00"
,,,"24 948,00"
,,,616
,,,"20 412,00"
,,,504
,,,"1 939,35"
,,,"1 847,00"
,,,"13 320,00"
,,,"24 922,08"
,,,"19 257,00"
,,,"2 570,40"
,,,"2 570,40"
,,,"2 570,40"
,,,"9 318,40"
,,,"16 384,00"
,,,"41 774,40"
,,,"1 944,60"
,,,0
,,,"15 360,00"
,,,"3 072,00"
,,,"3 072,00"
,,,"2 396,80"
,,,"3 072,00"
,,,"2 396,80"
,,,"2 396,80"
,,,"2 396,80"
,,,"2 396,80"
,,,"7 190,40"
,,,"4 793,60"
,,,"1 024,00"
,,,"4 793,60"
,,,"2 396,80"
,,,"23 839,92"
,,,"16 046,10"
,,,0
,,,0
,,,"19 611,90"
,,,"22 006,08"
,,,"45 248,00"
,,,"21 394,80"
,,,"16 046,10"
,,,"15 180,00"
,,,"2 296,00"
,,,"9 108,00"
,,,"3 036,00"
,,,"4 592,00"
,,,"2 296,00"
,,,"3 036,00"
,,,"9 184,00"
,,,"2 296,00"
,,,"4 592,00"
,,,"12 144,00"
,,,"2 296,00"
,,,"2 296,00"
,,,"4 592,00"
,,,"6 888,00"
,,,"594,3"
,,,"21 394,80"
,,,"15 451,80"
,,,"2 296,00"
,,,"2 201,10"
,,,0
,,,0
,,,"4 787,20"
,,,0
,,,0
,,,0
,,,"47 700,00"
,,,"32 118,00"
,,,"42 824,00"
,,,"41 360,00"
,,,"3 773,70"
,,,"34 800,00"
,,,"5 229,00"
,,,"9 599,97"
,,,"8 198,40"
,,,"9 730,56"
,,,"9 730,56"
,,,"31 484,00"
,,,"11 132,10"
,,,"4 865,28"
,,,"13 801,20"
,,,"24 645,00"
,,,"1 458,00"
,,,"6 378,75"
,,,"45 248,00"
,,,"33 660,00"
,,,"7 068,60"
,,,"4 592,00"
,,,"2 296,00"
,,,"2 296,00"
,,,"2 296,00"
,,,"37 776,00"
,,,"1 748,00"
,,,"3 560,00"
,,,"3 560,00"
,,,"3 632,00"
,,,"7 264,00"
,,,"7 264,00"
,,,"3 632,00"
,,,"3 632,00"
,,,"8 040,34"
,,,0
,,,"7 089,60"
,,,"54 033,00"
,,,"65 560,93"
,,,"22 397,90"
,,,"8 291,84"
,,,"4 770,00"
,,,0
,,,800
,,,800
,,,"4 950,00"
,,,144
,,,432
,,,"4 032,00"
,,,576
,,,288
,,,168
,,,576
,,,800
,,,576
,,,0
,,,"11 896,00"
,,,"10 432,80"
,,,"7 424,00"
,,,"7 424,00"
,,,"11 896,00"
,,,"10 432,80"
,,,"5 848,00"
,,,"3 496,00"
,,,"7 862,40"
,,,"10 432,80"
,,,"7 424,00"
,,,"7 862,40"
,,,"3 496,00"
,,,"7 862,40"
,,,"7 862,40"
,,,"5 944,00"
,,,"3 560,00"
,,,"3 560,00"
,,,"3 560,00"
,,,0
,,,"3 632,00"
,,,"8 164,80"
,,,"8 164,80"
,,,0
,,,0
,,,"1 932,00"
,,,"8 164,80"
,,,"26 370,00"
,,,"21 940,00"
,,,"14 450,00"
,,,"17 605,00"
,,,"20 918,40"
,,,"13 353,00"
,,,"10 970,00"
,,,"43 950,00"
,,,"8 243,20"
,,,"15 033,60"
,,,"7 840,80"
,,,"10 563,00"
,,,"21 675,00"
,,,"44 510,00"
,,,"38 460,00"
,,,"10 970,00"
,,,"73 250,00"
,,,"17 136,00"
,,,"24 647,00"
,,,"50 575,00"
,,,"111 275,00"
,,,"8 298,00"
,,,"10 970,00"
,,,"43 580,00"
,,,"22 252,00"
,,,"10 563,00"
,,,"21 675,00"
,,,"66 765,00"
,,,"26 148,00"
,,,"90 960,00"
,,,"61 246,40"
,,,"5 011,20"
,,,"33 105,60"
,,,"10 022,40"
,,,"10 563,00"
,,,"21 675,00"
,,,"2 225,50"
,,,"4 335,00"
,,,"64 539,50"
,,,"3 319,20"
,,,"5 155,60"
,,,"21 975,00"
,,,"22 255,00"
,,,"14 450,00"
,,,"12 889,00"
,,,"75 667,00"
,,,"13 276,80"
,,,"5 155,60"
,,,"3 291,00"
,,,"39 015,00"
,,,"19 230,00"
,,,"21 975,00"
,,,"43 950,00"
,,,"29 713,60"
,,,"62 995,00"
,,,"19 230,00"
,,,"4 710,40"
,,,"7 840,80"
,,,"7 516,80"
,,,"3 846,00"
,,,"11 025,60"
,,,"19 230,00"
,,,"11 238,00"
,,,"20 855,00"
,,,"10 545,00"
,,,"20 385,00"
,,,"26 550,00"
,,,"16 857,00"
,,,"8 230,00"
,,,"41 710,00"
,,,"17 575,00"
,,,"15 384,00"
,,,"20 385,00"
,,,"43 950,00"
,,,"83 420,00"
,,,"17 575,00"
,,,"27 180,00"
,,,"19 104,60"
,,,"8 230,00"
,,,"17 432,00"
,,,"20 855,00"
,,,"24 605,00"
,,,"27 180,00"
,,,"26 550,00"
,,,"11 025,60"
,,,"11 995,20"
,,,"7 948,80"
,,,"4 646,40"
,,,"11 238,00"
,,,"11 025,60"
,,,"104 275,00"
,,,"12 654,00"
,,,"31 257,00"
,,,"39 825,00"
,,,"7 030,00"
,,,"41 710,00"
,,,"13 590,00"
,,,"30 765,00"
,,,"45 881,00"
,,,"8 436,00"
,,,"1 359,00"
,,,"75 196,10"
,,,"3 371,40"
,,,"24 462,00"
